line_no,news_id,source,title,old_decision,new_decision,new_category,new_risk_tier,changed,new_reason_codes
10001,a7e40d56447549b3836ec9948b453a58,TASS,В Самарской области при столкновении маломерных судов погибли два человека,review,review,,yellow,False,unknown_topic
10002,0ec25466ca446ad39ce273d2f74af3e1,TASS,Постпред Кубы при ООН: США готовят почву для возможной агрессии,hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10101,c5817d5291c23db8bd3bb48d3065dce0,TASS,"Володин рассказал о законах, вступающих в силу в августе",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10102,8b2a8acb18996a1e1b95cf389e04b460,TASS,"Прыгунья в воду Трифонова сдавала ЕГЭ заранее, чтобы выступить на ЧЕ в Париже",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10103,402614bbd1c9b8d70b2906765486ed26,TASS,В Крыму более 800 детей с инвалидностью смогут ежегодно проходить реабилитацию,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10104,6e46208cb076afa6238736b3e319ca9a,TASS,"Боец Давид: дроны Hornet сбиваются чаще, чем долетают до цели",review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
10105,e79c4ccbe7331a3ebe49843228cd504d,TASS,Командир Пепел: ВС РФ уничтожили более 20 станций Starlink ВСУ под Харьковом,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
10106,1106bb28e1650b1b845b97b5ac257bfc,TASS,"Юрист Сикач объяснил, кого из кандидатов не затронет снятие ""Яблока"" с выборов",allow,allow,,green,False,выбор
10201,df5524ef5454ddd29df1c3c2dc9aedc8,TASS,На Ямале за сутки потушили природные пожары более чем на 32 тыс. га,review,hard_block,fire,red,True,manual_fire_hard_block
10202,7f7a67bd62dbc356363164abc6d4717d,TASS,"Пашинян сообщил о скором начале практической реализации проекта ""Маршрут Трампа""",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10203,9068090a5c5bd86a9b38210084781437,TASS,В Москве более трети загранпаспортов выдали жителям других регионов России,hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10214,8e8da8ae5c5461fd06f45ac44137485e,TASS,В Севастополе сбили 12 БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
10301,7ac5f34b3aa70e1092f8c4884256bd98,TASS,"""Калашников"" спустит на воду в середине августа буксир-ледокол для Петербурга",allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10302,52551b877a3b33af5998179c49128195,TASS,В аэропорту Сочи ввели временные ограничения,review,hard_block,airport,red,True,manual_airport_hard_block
10303,35551a4a8ce86540e509676cbb7f2168,TASS,"Синоптик Паршина: температура воды в Москве-реке такая же, как в море в Крыму",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10304,1c3e608916c5ffc294665561f4fbab0d,TASS,Постпред Кубы при ООН назвал причину кризиса в стране,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10305,50530753c3d8075c35eb16bf0ad06049,TASS,В Брянской области за сутки сбили 97 БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
10306,6a67f7b42464e8262bc76fdf5a018e7b,TASS,ВТБ заявил о сохранении позитивного настроя на рынке акций России,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10401,2f150626b527153d03064c0ad6aa0564,TASS,"Психолог Акимкина рассказала, как выстроить режим дня у первоклассников",allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10402,3697f7b472fa38890ea4c882876e260f,TASS,В Ивановской области в ДТП погибли два человека,skip,allow,,green,True,"out_of_scope:crime,green_forced_to_allow"
10403,efe8e42ca2589f8705cc7e8f27db3ae6,TASS,Каждый второй опрошенный россиянин установил самозапрет на кредиты и займы,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10404,dc51d1b3200870698492117fe703a48b,TASS,"Директор ВДНХ: реставрацию ресторана ""Золотой колос"" ведут строго по архивам",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10501,4b07ced928c3fc41b74b45428f957a81,TASS,Над регионами России сбили 83 украинских беспилотника,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
10502,b0628862f4ad96d75c54be8be0f300a3,TASS,Под Тюменью самосвал снес надземный пешеходный переход на федеральной трассе,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10503,aef2cbe93df0cf3722174586ad5c981f,TASS,В Севастополе отменили воздушную тревогу,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
10515,7f7a67bd62dbc356363164abc6d4717d,TASS,"Пашинян сообщил о скором начале практической реализации ""Маршрута Трампа""",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10601,6e2e5f3d429c0f0363a4dd62871cdf64,TASS,В больницы Екатеринбурга организовали подвоз воды автоцистернами,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10602,fa414592e9d57d4c2b7344768b81bcfb,TASS,Кинологи Росгвардии обнаружили в зоне СВО 400 кг взрывчатки с начала года,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
10701,6fd3970c20a23b30a06317f60109eaaa,TASS,Каждый восьмой опрошенный турист не знает о дополнительных услугах в отелях,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10702,13713a48836280459a65b00963d71baa,TASS,В ЦСКА поздравили спортсменов с Днем физкультурника,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
10703,84fd9991a974115a6cfffe6df410af23,TASS,В ЕР предложили включить препарат от рака груди в перечень жизненно важных,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10704,d92e2abb2567d9bc514b753655be4841,TASS,"РФ ждет подписания соглашения о неприменении силы между Тбилиси, Сухумом и Цхинвалом",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10705,ed0ef282d9b6709bdbd121a91637b9dc,TASS,"На Камчатке произошло землетрясение магнитудой 5,1",skip,allow,,green,True,"out_of_scope:disaster,green_forced_to_allow"
10706,a8273fbd61aa98718645badc13706cfb,TASS,"Эксперт аль-Халиди объяснил, к чему приведет открытие Ормузского пролива",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10707,25fe929231ec0000c5d0d0f5ab643218,TASS,В РФ планируют провести первый ЧМ по самбо среди военных,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10708,27fd17e12f915c19319c65c4c6dc9e6b,TASS,ВС РФ уничтожили два автомобиля с живой силой ВСУ на дружковском направлении,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
10709,21c20c495bac20ed2404bc331458440e,TASS,Чернышенко отметил рост числа занимающихся спортом в России,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
10801,928f978fdc698db1bdb0ec23751a578b,TASS,МИД РФ: Украина и Запад пытаются втянуть Тбилиси в кровавые авантюры на Южном Кавказе,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10802,d7aed5c301d7807f35319d6c0f7fb245,TASS,В Приэльбрусье появится тропа для болельщиков ЦСКА,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10901,4d52983539b83328dcd38094ec2bb2e5,TASS,"Эксперт Карташева рассказала, какой вопрос задать работодателю на собеседовании",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10902,a369efc802e35fe0f897dfe34a892d01,TASS,В Красноярском крае площадь лесных пожаров выросла почти на 100 тыс. га за сутки,review,hard_block,fire,red,True,manual_fire_hard_block
10903,5851f82f9f567c1b52d180109bf13061,TASS,В ГД предложили оборудовать колясочные внутри домов или рядом с ними,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
10904,54822c622b36727565a3917193a9d594,TASS,Экс-лидер Южной Осетии рассказал о роли журналистов РФ в событиях 2008 года,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
11001,50dd0c6410ee5673e9d049efff73f5f6,TASS,Путин поздравил физкультурников и спортсменов с профессиональным праздником,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
11011,d92e2abb2567d9bc514b753655be4841,TASS,"РФ ждет соглашения о неприменении силы между Тбилиси, Сухумом и Цхинвалом",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
