line_no,news_id,source,title,old_decision,new_decision,new_category,new_risk_tier,changed,new_reason_codes
19404,c7a86c1ebba6dc1ab18b258b70cece13,TASS,МИД РФ назвал приоритетной задачей развитие сотрудничества с АСЕАН,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
19405,e240aeacb03ead6611776bff0a9bc96d,TASS,В Харькове произошли взрывы,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
19406,993d623161fef778e98715520714af1c,TASS,В Финском заливе эвакуировали судоводителя с севшей на мель яхты,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
19601,b3aa7571316cb9ea2cd3c4b50f18e5ce,TASS,Овечкин по окончании игровой карьеры вернется в Москву,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
19602,6490ddde6d415efa37919e10b9b8f3d2,TASS,Возле администрации главы Сербии прошел митинг против приезда Зеленского,allow,review,PROTESTS,yellow,True,unknown_topic
19702,c7e541c4190e7ad8d89d065547f34ca5,TASS,UKMTO: у побережья Омана атаковали грузовое судно,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
19801,5ef2cdc253b03715cedc8dd508d5606f,TASS,Гутерриш: десятилетие укрепления мира отражает ценный вклад Таджикистана,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
19802,72dbc6069747386e13417e92f596f874,TASS,"В Москве стартовал волонтерский фестиваль ""Время добра. Лето""",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
19803,5ae41d67ef2f8630f95f3a098f8825a7,TASS,В Крыму объявили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
20001,71cf656f2cb9a435146a4219310d509f,TASS,В Забайкалье двое подростков утонули на реке Ингоде,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20002,76fea3837872e9462cde1aa83e1a68bb,TASS,В Белоруссии ввели новые правила постановки женщин на воинский учет,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20004,ff81ade5912fdb038938e52b61e0a393,TASS,В Южной Осетии назвали циничным заявление стран НАТО о российской аннексии,review,review,,yellow,False,unknown_topic
20005,af2ef0ec40e5a88d30e2fa4b6a590c4f,TASS,"Ветеринар Блюменкранц объяснил, как в дом попадает опасный для кошек вирус",allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20006,a694ee02ce605a4fd3d5a32bb526719e,TASS,Политик Йованович: приезд Зеленского в Белград ставит Сербию на сторону Запада,allow,allow,,green,False,primary:geopolitics
20007,801654656aefe8fe00c9a65207dfadba,TASS,Эколог Рыбальченко назвал сезонным явлением рост числа кротов в Подмосковье,allow,allow,,green,False,primary:social
20101,dfb930f81471eaf1322c3f6a87a85b55,TASS,Аналитик Снегирев: Украина никогда не будет производить ракеты для Patriot,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20102,0f20eccb4fb13d962ab7ddffaaf2d370,TASS,В Белгородской области при атаках дронов ВСУ пострадали два человека,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
20201,da5d754815326bdb39930ba7e5fe4af9,TASS,В аэропорту Внуково отменили несколько рейсов в Шарм-эш-Шейх,review,hard_block,airport,red,True,manual_airport_hard_block
20202,c11cb2ef12d14107447d59af9503d348,TASS,МИД Омана: переговоры по судоходству в Ормузе проходят в позитивном ключе,review,review,,yellow,False,unknown_topic
20301,05140ac34d9f758833e960debe319ef7,TASS,Румынские радары не зарегистрировали летевший в сторону Болгарии БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
20302,89a13c7c95aaed8b6c8ceea99d007643,TASS,NY Post: визит Нетаньяху в Нью-Йорк станет кошмаром для полиции,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20303,6cbcd51c9ca5b034d554fc0af4f1525e,TASS,В Знаменской роще Курска установят памятник невинно убиенным,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20304,a72a1858c34425fde83256aa3462ec48,TASS,ТАСС: Уиткофф и Кушнер могут посетить Киев и Москву на следующей неделе,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20305,a4086c9a84cb0988c7bbb91b7f7d0882,TASS,IHA: в Черном море вблизи побережья Турции нашли обломки дрона,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
20306,39c479c3cc0a49fe4179d55091af9130,TASS,Умер узбекский актер и режиссер Абдуманнон Убайдуллаев,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20314,ff81ade5912fdb038938e52b61e0a393,TASS,В Южной Осетии назвали циничным заявление НАТО о российской аннексии,review,review,,yellow,False,unknown_topic
20401,e9c4f81d056b8e6bdf20dd27724f4baf,TASS,Уральца арестовали по делу о финансировании террористической организации,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20403,612db1e21f5afda2e7b726b4195b4c11,TASS,Американцев в РФ предупредили о запрете снимать видео последствий атак БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
20404,a557368996119fc5c6c437c3b20b0c55,TASS,В Геленджике пляжи возобновили работу после временного закрытия,review,review,,yellow,False,unknown_topic
20512,c11cb2ef12d14107447d59af9503d348,TASS,МИД Омана заявил о позитивном ходе переговоров по Ормузскому проливу,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20601,c0b665201de40e7478c9cea247f7302c,TASS,Фермеры Франции оценили ущерб от жары в несколько миллиардов евро,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20602,2b2503229188a2aad76059597ebdc405,TASS,Эксперт Шпиг заявил об угрозе дефицита воды Украине,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20603,19f8a0e24b8edcea1087bbbf9b2a9d0c,TASS,В трех точках Энгельса превышены нормы загрязняющих веществ в воздухе,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20604,a1fa837251f21fbfd22b1e5ae7a07bde,TASS,В Донецке при атаке БПЛА ВСУ пострадала женщина,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
20605,533161e56c7d31714f3957747d181154,TASS,Дегтярев назвал Спартакиаду ключевым российским соревнованием,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20606,828a10811774c89e56323b4856cff59a,TASS,"Пашинян и Трамп считают, что Вашингтонский саммит привел к миру Еревана и Баку",allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20607,91820105a304b2157097aeb2e2d3fd3a,TASS,В Мытищах к осени завершат второй этап благоустройства набережной Яузы,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20702,6c7888751e38e4485ea6f3abf30640ee,TASS,ВС РФ поразили сухогрузы с военной техникой в порту Николаев и в акватории Черного моря,hard_block,hard_block,WAR_OPERATIONAL,red,False,"combat:вс рф,combat_co:поразили+военной,вс рф,context:military_rf_forces"
20703,454317f57d0d1d63a18cb7f5d8893e24,TASS,ВС РФ поразили военные склады с аппаратурой связи и средствами РЭБ в порту Одесса,hard_block,hard_block,WAR_OPERATIONAL,red,False,"combat:вс рф,combat_co:поразили+военные,вс рф,context:military_rf_forces"
20704,3ef98145af7bfda1ba8678253c928f7f,TASS,В Херсонской области мужчина подорвался на мине,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20901,9a39deb030ee7d1e479f8f17fcc44364,TASS,ВСУ атаковали скорую помощь в Херсонской области,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
20902,3536103e5759bb7e5175c379320424c5,TASS,В Сочи предупредили о формировании смерчей над акваторией до 11 августа,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20903,bd161a310c959631821453dcc8fc3dc4,TASS,Вэнс заявил о прогрессе на переговорах с Ираном,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20904,37193698e9bbfc07e2f280a30000f751,TASS,В Адыгее отменили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
20905,2b59e22c6de283750fc7857afe398b42,TASS,Умер бывший тренер 6-кратного олимпийского чемпиона Щербо Леонид Выдрицкий,hard_block,hard_block,SPORT_BLOCKED,red,True,sport_blocked
20906,813df538eb16f33b853969d48bde548e,TASS,"""Балтика"" нанесла ""Крыльям Советов"" первое поражение в сезоне",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
20912,2b2503229188a2aad76059597ebdc405,TASS,Эксперт Шпиг заявил об угрозе дефицита воды на Украине,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21001,c51328e5b0848b2a77dcda201182aaf6,TASS,В Сумах произошел взрыв,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
21002,acbd9e3720151605be134ce19c5a6519,TASS,В Краснодарском крае отменили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
21010,6c7888751e38e4485ea6f3abf30640ee,TASS,ВС РФ поразили сухогрузы с военной техникой в порту Николаев и в Черном море,hard_block,hard_block,WAR_OPERATIONAL,red,True,"combat:вс рф,combat_co:поразили+военной,вс рф,context:military_rf_forces"
21011,454317f57d0d1d63a18cb7f5d8893e24,TASS,ВС РФ ударили по военным складам с аппаратурой связи и РЭБ в порту Одесса,hard_block,hard_block,WAR_OPERATIONAL,red,False,"combat:вс рф,combat_co:ударили+военным,вс рф,context:military_rf_forces"
21201,d577b9fbe2ea8fe9016b6386b728c3ff,TASS,Bloomberg: Украина и Запад могут встать перед необходимостью принять условия РФ,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21202,c9f44250492cf79c50a743c3762d583f,TASS,Рубио: США выделили $201 млн на стимулирование частных инвестиций в Закавказье,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21204,6f5ee7552c8a16a1cb489e85910f293c,TASS,"Красно-белый Кубок Овечкина: Турнир звезды НХЛ завершился победой ""Спартака""",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
21205,e4177d68a71a48e3335757a1ff24424f,TASS,ANSA: на юге Италии переселили почти 2 тыс. человек из-за сейсмической активности,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21208,9a39deb030ee7d1e479f8f17fcc44364,TASS,В Херсонской области при атаке ВСУ на скорую пострадали два человека,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
21209,3536103e5759bb7e5175c379320424c5,TASS,В Сочи предупредили об опасности формировании смерчей до 11 августа,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
21301,4f84b63ed5b68fc1dd2f260d7eaa0d42,TASS,Рынок акций РФ отреагировал ростом на возможный визит Уиткоффа и Кушнера,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21302,46177c154f5164539d14ccca3ee34ad2,TASS,"Футболист ""Нижнего Новгорода"" Грулев оформил хет-трик за 21 минуту",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
21362,0bf0686cd807b0e65a0731b2abae1354,TASS,В аэропорту Шереметьево два пассажира вышли на летное поле,review,hard_block,airport,red,True,manual_airport_hard_block
21401,3adc19b2b260e53184f9683cd538b9fb,TASS,В Кавказском заповеднике близ Сочи туристы встретили медведей,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21601,68d1b9b072d575ca277f5efd2102b820,TASS,В Китае эвакуировали более 420 тыс. человек из-за приближения тайфуна,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21602,fddfbe604dce1e9a65a16f23c65da0ed,TASS,В Красноярском крае нашли пропавшую при сплаве по реке семью,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21603,2d259e94502beea165779ed3ae754649,TASS,Олимпийский призер Филиппов стал вторым в забеге на Дне физкультурника в Лужниках,skip,hard_block,SPORT_BLOCKED,red,True,sport_blocked
21604,edd53f127dea90da377447e0327f3cbe,TASS,МО Болгарии заявило о вероятном взрыве украинского дрона на территории страны,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
21605,37a9fc6084147a67f6413c461e75c20e,TASS,Британию ожидает пятая волна жары,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21606,a3b2151c766b6fa9eb857cc05ebfed95,TASS,Екатеринбургский журналист Александр Родионов погиб на СВО,hard_block,hard_block,WAR_OPERATIONAL,red,False,сво
21701,2d0510d947986af604fda42c2debf2ad,TASS,S7 проводит внутреннюю проверку после выкатывания самолета за ВПП в Норильске,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21702,171e8a85ee5ab29b32414be34a13f729,TASS,Вэнс: США надеются на возвращение довоенного объема поставок нефти через Ормуз,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21801,35cad5a1004750e0e5b621e4ad52f6af,TASS,В Липецкой области отменили угрозу атаки БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
21802,d4224d558dab3e2fbb10d58c9c810191,TASS,В Ленобласти в ДТП пострадали четыре человека,skip,allow,,green,True,"out_of_scope:crime,green_forced_to_allow"
21901,2a6679094bec7368033ea4a8d0d8a16c,TASS,Правительственные войска Йемена провели военную операцию против хуситов,allow,allow,PERSONAL_DATA,green,False,title_lead_key_verb:правительств+провел
21902,10a560971bfc3a715dc8c75ddc0116a1,TASS,Церемония открытия Спартакиады народов России прошла в Екатеринбурге,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
21903,59f2d5395b241b7576713fd1ecb78494,TASS,"Зеленский утверждает, что Украина получит от Сербии €2 млн на энергетику",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22001,2af4c22dcb2fc7be7811edd992a96bdf,TASS,В Псковской области увеличили поддержку участников мобильных огневых групп,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22003,11dab3da419a08af503181333878f3a4,TASS,Ненефтяной товарооборот ОАЭ со странами БРИКС увеличился в 2025 году,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22101,31716b466b2a2cf812e3575fa3db194e,TASS,"Медведев: Россия победит, что бы ни говорила фон дер Ляйен",allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22102,7a8691c57a8ee52ce9f1edd62e56a04f,TASS,"Даку избежит проблем с фанатами. Мостовой о матче ""Спартака"" и ""Краснодара""",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
22201,3a5bc39c8613f03fb56287700096693b,TASS,"Хай-дайвер Истомин рассказал, что со временем разочаровался в Месси",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22202,4bcc8fe3d393519de50dcdc056368b3e,TASS,"Девочка из США с ""маской Бэтмена"" покидает Россию 13 августа",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22401,0fdd6190363f736bbc672ed8e21f433f,TASS,Экс-глава Верховного суда Венгрии принял предложение занять пост президента,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22402,685bcad1b66baf003c09ea469a6d8688,TASS,Хай-дайвер Истомин назвал шикарной Эйфелеву башню,hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22403,6682b45e644f78c1e684e80cea1f4672,TASS,"ТАСС: фигурантам дела ""Облкоммунэнерго"" смягчили меру пресечения",allow,allow,,green,False,primary:labor_economy
22601,a7f773dfc969bff6e21372e482673ced,TASS,В Кузбассе в ДТП пострадали пять человек,skip,allow,,green,True,"out_of_scope:crime,green_forced_to_allow"
22602,9b654839e4e6a87901b8c71ddc13c784,TASS,На Крите прошел митинг против прибытия круизного лайнера с туристами из Израиля,allow,review,PROTESTS,yellow,True,unknown_topic
22701,e10a818fe32b96cfc17963406a349e75,TASS,Ирина Безрукова временно прекратит участие в пяти спектаклях из-за травмы,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22704,0fdd6190363f736bbc672ed8e21f433f,TASS,Мадьяр: экс-глава Верховного суда Венгрии принял предложение занять пост президента,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22801,36ae63f2c540b360ef83bfc626723f94,TASS,Алиев и Трамп обсудили реализацию проекта TRIPP,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22901,4d120b7cbc7eb68b5adb99381ae3b69c,TASS,БелТА: в Киргизии ищут пропавших белорусских альпинистов,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
22915,0520ab6441931ec5fdbc69def726d619,TASS,В Киеве объявляли воздушную тревогу,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
23001,1b155bc8820d57b4d6a35a4db7083475,TASS,"Хай-дайвер Истомин признался, что поезд метро не мешал ему на ЧЕ",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
23002,3b5cdd22b59e0873091efc333b1b441b,TASS,"Центр спорта и отдыха ""Автотор спорт плаза"" презентовали в Калининграде",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
23201,eacc8db3eae5c9395cb2250e72fc1520,TASS,В Екатеринбурге полностью восстановят водоснабжение вечером 9 августа,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
23309,0fdd6190363f736bbc672ed8e21f433f,TASS,Мадьяр: экс-глава Верховного суда Венгрии согласился занять пост президента,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
23401,6f1ac115821984a7877c2989b1da554f,TASS,В Дагестане двое детей утонули в озере,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
23501,e78173ad3e23f31d431ff477326f68bf,TASS,Сын Байдена рассказал об ухудшении состояния экс-президента США из-за рака,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
23502,b92774a245d1e8b270e688bf0cc2eaf8,TASS,Международный турнир по пауэрлифтингу с участием ветеранов СВО стартовал во Внукове,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
23601,024993f9ee3ae895c24c1fc074db8922,TASS,Силовики узнали о новом маршруте наемников в ВСУ через Катар и Польшу,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
23602,92355225e00d26488d56f443cea38857,TASS,ТАСС: на запорожском направлении ликвидировали начальника штаба батальона ВСУ,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
23603,fed8ff16ad1ad6215c841747c9728c1e,TASS,"ТАСС: боевиков ""полков смерти"" и ""Скалы"" ВСУ переведут в ""Азов""",hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
23604,2a074ede74b05c7366b15b716a962b91,TASS,ТАСС: ВСУ бросают трупы военных и технику в славянско-краматорской агломерации,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
23701,341ce6a2459b80ecbe6d037ff1d96f60,TASS,Министры культуры БРИКС будут сотрудничать в сфере реституции культурных ценностей,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
23702,2ae6c1d2d974656a2c079e5733df4ebd,TASS,"""Локомотив"" не смог прервать безвыигрышную серию, сыграв вничью с ""Акроном""",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
23703,43301052b3f5a22c570bd0b770d04ebb,TASS,Замминистра культуры Алексеева: БРИКС выступила за этичное применение ИИ,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
23704,866e505466085e93896c7958ba88675b,TASS,ТАСС: начмед полка ВСУ экспериментировала со смертельными уколами,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
23742,edd53f127dea90da377447e0327f3cbe,TASS,В МО Болгарии рассказали о происхождении упавшего дрона на территории страны,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
23801,7a3c90f2fe8ca11a33966b66a2942bfa,TASS,"В Узбекистане экстремисты получили 8,5 лет за план нападения на силовиков в РФ",hard_block,hard_block,WAR_OPERATIONAL,red,False,context:military_rf_forces
23802,d549b46282a738dc175f6e2fada88f64,TASS,"""Сочи"" обыграл ""Торпедо"" в перенесенном матче Первой лиги",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
23803,9f20f71517f7526f67e5372e4aa6d3af,TASS,"В Вологодской области воссоздали события 10-11 веков на фестивале ""Небо славян""",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24001,9a99d9fce727509ec707c605e3d4a664,TASS,В Липецкой области объявили опасность атаки БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
24002,39d63500cb219f337bf40d742c81085c,TASS,"Хай-дайвер Истомин рассказал, какой практикой пользуется для борьбы со страхом",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24003,ba23893f5a781ad794072d64ccbf8925,TASS,В Ивановской области объявили опасность атаки БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
24101,a37326d352219236127c01fa5038ea81,TASS,В Вологодской области объявили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
24102,cfde39315452606c3448c2c5aefdf021,TASS,Швейцария не видит противоречия между нейтралитетом и солидарностью с Киевом,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24103,26a14ec29a357757edd7372480f05990,TASS,Wildberries начала тестировать новую услугу по упаковке товаров для продавцов,review,hard_block,ТЕРРАКТ,red,True,manual_wildberries_terract
24119,b92774a245d1e8b270e688bf0cc2eaf8,TASS,Международный турнир по пауэрлифтингу с ветеранами СВО стартовал во Внукове,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
24201,3c4c6bc05fb1b930890d918caaf3c708,TASS,В Прикубанском округе Краснодара произошло аварийно отключение электроэнергии,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24202,e3e020ecf60b11b965a651d27eb9846b,TASS,В Свердловской области подросток устроил ДТП на автомобиле матери,skip,allow,,green,True,"out_of_scope:crime,green_forced_to_allow"
24301,6c548d924a214e3b36e9b4ebb2d035bc,TASS,Wildberries снизила расходы продавцов по продажам с их склада до 22%,review,hard_block,ТЕРРАКТ,red,True,manual_wildberries_terract
24401,6f46c273f0aeaff6834a712561d9d2ed,TASS,Тофан: жители Молдавии тратят на азартные игры более $500 млн в год,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24402,5b021c29e9ca010881d51531384f5bea,TASS,Фидан: обязательства стран Мекканского соглашения совпадают со статьей 5 НАТО,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24403,3fa6078fbdcb932ec7704fced3f5b08b,TASS,СКА подписал контракт с хоккеистом Кныжовым,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24601,1a6f09a5011db82490e427ce1dd64d67,TASS,На Ставрополье опровергли информацию о краже ребенка в курортном парке,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24602,ba8825336348d176e4f95db5b5a80750,TASS,Россиянин Громадский стал чемпионом Европы по пятиборью,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24603,b28b873ef76e1db88c8088fcffa0d4f6,TASS,В аэропорту Ярославля ввели ограничения на прием и выпуск самолетов,review,hard_block,airport,red,True,manual_airport_hard_block
24604,6b1ff5ab6255996ae898ec1bb94fa89a,TASS,Средства ПВО за день сбили 360 украинских БПЛА над регионами РФ,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
24605,f1a56d9e50d3c7abeb6147b03de70491,TASS,В Харьковской области произошли взрывы,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
24606,68866135425fa64dd85d3015ee9852d8,TASS,"Юран доволен стартом ""Урала"" в сезоне Первой лиги",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24701,c86118083e247a83c6fd357df23643fc,TASS,Фидан: Мекканское соглашение не содержит понятия общей угрозы,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24715,cfde39315452606c3448c2c5aefdf021,TASS,Швейцария не видит противоречия между нейтралитетом и солидарностью с Украиной,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24801,c571fc88f7df9d65ac86b141f35c9a53,TASS,БРИКС перейдет к долгосрочным культурным проектам,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24802,faba9ef21dd583ee044d09192ca30c2f,TASS,"Мартиросов: Liga Pro Team ""перемудрила"" в финале по фиджитал-шутерам",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24901,75a821bdd47bc7fe858e834a86349378,TASS,Фидан: Турция передала сторонам конфликта на Украине предложение о моратории на бои,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
24907,b28b873ef76e1db88c8088fcffa0d4f6,TASS,В аэропорту Ярославля ввели временные ограничения,review,hard_block,airport,red,True,manual_airport_hard_block
24908,6b1ff5ab6255996ae898ec1bb94fa89a,TASS,Средства ПВО за день сбили 360 украинских БПЛА над регионами России,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
25001,05d001ff140e76ca05a3f4868825ddb7,TASS,В Москве на еще восьми набережных открыли движение после триатлона,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
25002,68c1c6eaa58b99b40d8836e6dfe2468b,TASS,Фидан отметил интерес нескольких стран к Мекканскому союзу,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
25101,f3e4d871604b0796cb3312c3f22c9179,TASS,Карелин: ЕР с первых лет добивалась увеличения финансирования спорта,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
25201,f83b204fc3b310981d619e3ed1ea9205,TASS,BFMTV: во Франции уровень воды в Луаре достиг критической отметки,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
25202,24699ad7c229d69bb4f892ccecde4499,TASS,В Иране предостерегли страны Мекканского соглашения от действий против Тегерана,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
25206,75a821bdd47bc7fe858e834a86349378,TASS,Фидан: Турция предложила сторонам конфликта на Украине мораторий на бои,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
